,Date,Home Score,Home Team,Line,Line ,Visitor,Visitor Score
415,10/21/1978,7.0,Illinois State, ,,Ball State,14.0
416,10/21/1978,6.0,Texas A+M,13.0,,Baylor,24.0
417,10/21/1978,35.0,Louisville, ,,Boston University,7.0
418,10/21/1978,18.0,Miami-Ohio, ,,Bowling Green,7.0
419,10/21/1978,13.0,Cornell,-4.0,,Brown,21.0
420,10/21/1978,9.0,Furman, ,,Chattanooga,13.0
421,10/21/1978,42.0,Appalachian State, ,,The Citadel,14.0
422,10/21/1978,13.0,Princeton,-1.0,,Colgate,12.0
423,10/21/1978,3.0,Yale,11.0,,Columbia,3.0
424,10/21/1978,24.0,Harvard,1.5,,Dartmouth,19.0
425,10/21/1978,28.0,Clemson,11.5,,Duke,8.0
426,10/21/1978,32.0,Western Michigan, ,,Eastern Michigan,0.0
427,10/21/1978,26.0,San Jose State, ,,Fresno State,16.0
428,10/21/1978,7.0,Pittsburgh,7.5,,Florida State,3.0
429,10/21/1978,9.0,Long Beach State, ,,Fullerton State,34.0
430,10/21/1978,10.0,Auburn,6.0,,Georgia Tech,24.0
431,10/21/1978,28.0,S-M-U,0.0,,Houston,42.0
432,10/21/1978,49.0,Michigan State,11.0,,Indiana,14.0
433,10/21/1978,31.0,Ohio State,22.0,,Iowa,7.0
434,10/21/1978,21.0,Oklahoma State,6.0,,Kansas,7.0
435,10/21/1978,10.0,Virginia Military, ,,Lehigh,14.0
436,10/21/1978,0.0,Kentucky,0.0,,Louisiana State,21.0
437,10/21/1978,20.0,Northwestern St(LA), ,,Louisiana Tech,45.0
438,10/21/1978,20.0,Kent State, ,,Marshall,17.0
439,10/21/1978,6.0,Arkansas State, ,,McNeese State,3.0
440,10/21/1978,0.0,Wisconsin,-16.0,,Michigan,42.0
441,10/21/1978,14.0,Northwestern,-13.5,,Minnesota,38.0
442,10/21/1978,18.0,South Carolina,7.5,,Mississippi,17.0
443,10/21/1978,14.0,Kansas State,-13.5,,Missouri,56.0
444,10/21/1978,7.0,North Carolina,1.0,,No Carolina State,34.0
445,10/21/1978,15.0,Air Force,-29.0,,Notre Dame,38.0
446,10/21/1978,14.0,Colorado,-9.0,,Nebraska,52.0
447,10/21/1978,34.0,Central Michigan, ,,Northern Illinois,7.0
448,10/21/1978,35.0,New Mexico, ,,New Mexico State,20.0
449,10/21/1978,6.0,Iowa State,-16.0,,Oklahoma,34.0
450,10/21/1978,20.0,Washington,23.5,,Oregon,14.0
451,10/21/1978,38.0,Southern Cal,25.0,,Oregon State,7.0
452,10/21/1978,31.0,San Diego State, ,,Pacific,28.0
453,10/21/1978,20.0,Lafayette, ,,Pennsylvania,19.0
454,10/21/1978,0.0,Illinois,-9.5,,Purdue,13.0
455,10/21/1978,21.0,UL-Monroe, ,,S E Louisiana,25.0
456,10/21/1978,33.0,Wichita State, ,,Southern Illinois,7.0
457,10/21/1978,10.0,Memphis, ,,Southern Miss,13.0
458,10/21/1978,27.0,Washington State,-2.5,,Stanford,43.0
459,10/21/1978,45.0,Penn State,23.0,,Syracuse,15.0
460,10/21/1978,17.0,Lamar, ,,Texas-Arlington,37.0
461,10/21/1978,7.0,Tulane,14.0,,Texas Christian,13.0
462,10/21/1978,14.0,Ohio, ,,Toledo,28.0
463,10/21/1978,28.0,Rice,-15.0,,Texas Tech,42.0
464,10/21/1978,26.0,Cincinnati, ,,Tulsa,27.0
465,10/21/1978,0.0,California,-2.5,,U.C.L.A.,45.0
466,10/21/1978,6.0,Colorado State, ,,Nevada-Las Vegas,33.0
467,10/21/1978,34.0,Wyoming, ,,Utah,21.0
468,10/21/1978,44.0,Brigham Young, ,,UTEP,0.0
469,10/21/1978,17.0,Miami-Florida, ,,Utah State,16.0
470,10/21/1978,31.0,Georgia,21.0,,Vanderbilt,10.0
471,10/21/1978,24.0,Rutgers, ,,Villanova,9.0
472,10/21/1978,17.0,Virginia,-6.5,,Virginia Tech,7.0
473,10/21/1978,11.0,Wofford, ,,Western Carolina,26.0
474,10/21/1978,39.0,Maryland,23.0,,Wake Forest,0.0
475,10/21/1978,9.0,Navy, ,,William + Mary,0.0
476,10/21/1978,7.0,Indiana State, ,,West Texas A+M,36.0
477,10/21/1978,28.0,Temple, ,,West Virginia,27.0
478,10/27/1978,24.0,U.C.L.A.,13.5,,Arizona,14.0
479,10/28/1978,7.0,Texas-Arlington, ,,Arkansas State,27.0
480,10/28/1978,20.0,Houston,-3.0,,Arkansas,9.0
481,10/28/1978,41.0,Washington,8.5,,Arizona State,7.0
482,10/28/1978,0.0,Eastern Michigan, ,,Ball State,21.0
483,10/28/1978,21.0,Texas Christian,-16.5,,Baylor,28.0
484,10/28/1978,42.0,Southern Cal,16.0,,California,17.0
485,10/28/1978,28.0,McNeese State, ,,Chattanooga,24.0
486,10/28/1978,13.0,UL-Lafayette, ,,Cincinnati,38.0
487,10/28/1978,10.0,No Carolina State,-1.5,,Clemson,33.0
488,10/28/1978,7.0,Bowling Green, ,,Central Michigan,38.0
489,10/28/1978,28.0,Army,9.0,,Colgate,3.0
490,10/28/1978,27.0,Missouri,13.0,,Colorado,28.0
491,10/28/1978,69.0,Rutgers,15.0,,Columbia,0.0
492,10/28/1978,7.0,Cornell,3.0,,Dartmouth,14.0
493,10/28/1978,21.0,The Citadel, ,,Delaware,14.0
494,10/28/1978,44.0,Tulsa, ,,Drake,20.0
495,10/28/1978,34.0,Appalachian State, ,,East Tennessee St,35.0
496,10/28/1978,17.0,Georgia Tech,6.5,,Florida,13.0
497,10/28/1978,16.0,Southern Miss, ,,Florida State,38.0
498,10/28/1978,8.0,Fresno State, ,,Fullerton State,37.0
499,10/28/1978,12.0,Marshall, ,,Furman,42.0
500,10/28/1978,16.0,Kentucky,-5.0,,Georgia,17.0
501,10/28/1978,24.0,Princeton,-1.5,,Harvard,24.0
502,10/28/1978,31.0,Brown,-6.0,,Holy Cross,25.0
503,10/28/1978,7.0,Kansas,-6.0,,Iowa State,13.0
504,10/28/1978,31.0,Indiana,7.5,,Illinois,10.0
505,10/28/1978,26.0,Western Illinois, ,,Illinois State,20.0
506,10/28/1978,14.0,UL-Monroe, ,,Indiana State,0.0
507,10/28/1978,26.0,Air Force, ,,Kent State,10.0
508,10/28/1978,56.0,Oklahoma,37.0,,Kansas State,19.0
509,10/28/1978,0.0,Duke,-15.5,,Maryland,27.0
510,10/28/1978,41.0,Tulane,2.0,,Memphis,24.0
511,10/28/1978,20.0,Notre Dame,14.0,,Miami-Florida,0.0
512,10/28/1978,7.0,Toledo, ,,Miami-Ohio,28.0
513,10/28/1978,42.0,Michigan,24.0,,Minnesota,10.0
514,10/28/1978,10.0,Vanderbilt,-13.0,,Mississippi,35.0
515,10/28/1978,21.0,Tennessee,-5.0,,Mississippi State,34.0
516,10/28/1978,22.0,South Carolina,5.0,,North Carolina,24.0
517,10/28/1978,13.0,Southern Illinois, ,,Northern Illinois,14.0
518,10/28/1978,0.0,UTEP, ,,New Mexico,21.0
519,10/28/1978,21.0,Wichita State, ,,New Mexico State,31.0
520,10/28/1978,14.0,Louisiana Tech, ,,North Texas,16.0
521,10/28/1978,18.0,Nicholls State, ,,Northwestern St(LA),28.0
522,10/28/1978,63.0,Ohio State,39.0,,Northwestern,20.0
523,10/28/1978,7.0,Western Michigan, ,,Ohio,10.0
524,10/28/1978,22.0,Nebraska,26.0,,Oklahoma State,14.0
525,10/28/1978,24.0,Stanford,18.0,,Oregon State,6.0
526,10/28/1978,17.0,Hawaii, ,,Pacific,27.0
527,10/28/1978,21.0,West Virginia,-23.0,,Penn State,49.0
528,10/28/1978,21.0,Navy,-4.5,,Pittsburgh,11.0
529,10/28/1978,7.0,Iowa,-10.5,,Purdue,34.0
530,10/28/1978,38.0,Texas A+M,26.0,,Rice,21.0
531,10/28/1978,21.0,East Carolina, ,,Richmond,14.0
532,10/28/1978,27.0,Long Beach State, ,,San Diego State,25.0
533,10/28/1978,31.0,Utah State, ,,San Jose State,21.0
534,10/28/1978,22.0,Texas,10.0,,S-M-U,3.0
535,10/28/1978,21.0,Akron, ,,Temple,56.0
536,10/28/1978,16.0,Montana, ,,Nevada-Las Vegas,25.0
537,10/28/1978,17.0,Youngstown State, ,,Villanova,22.0
538,10/28/1978,35.0,Alabama,27.5,,Virginia Tech,0.0
539,10/28/1978,31.0,Oregon,-6.0,,Washington State,7.0
540,10/28/1978,12.0,Virginia Military, ,,Western Carolina,41.0
541,10/28/1978,21.0,Auburn,16.5,,Wake Forest,7.0
542,10/28/1978,55.0,Michigan State,14.0,,Wisconsin,2.0
543,10/28/1978,33.0,Louisville, ,,William + Mary,21.0
544,10/28/1978,3.0,Colorado State, ,,Wyoming,13.0
545,10/28/1978,17.0,Pennsylvania,-4.0,,Yale,17.0
546,11/04/1978,28.0,Army,9.5,,Air Force,14.0
547,11/04/1978,6.0,UL-Lafayette, ,,Arkansas State,16.0
548,11/04/1978,31.0,Washington,10.5,,Arizona,21.0
549,11/04/1978,31.0,Florida,1.0,,Auburn,7.0
550,11/04/1978,14.0,Bowling Green, ,,Ball State,39.0
551,11/04/1978,27.0,Texas Tech,-3.0,,Baylor,9.0
552,11/04/1978,28.0,Villanova, ,,Boston College,16.0
553,11/04/1978,30.0,Harvard,-6.5,,Brown,31.0
554,11/04/1978,35.0,Arizona State,5.5,,California,21.0
555,11/04/1978,12.0,William + Mary, ,,The Citadel,8.0
556,11/04/1978,6.0,Wake Forest,-18.5,,Clemson,51.0
557,11/04/1978,37.0,Dartmouth,6.5,,Columbia,7.0
558,11/04/1978,42.0,Yale,8.5,,Cornell,14.0
559,11/04/1978,34.0,San Diego State, ,,Colorado State,31.0
560,11/04/1978,56.0,Furman, ,,Davidson,14.0
561,11/04/1978,21.0,New Mexico State, ,,Drake,20.0
562,11/04/1978,34.0,Tennessee,5.5,,Duke,0.0
563,11/04/1978,8.0,Appalachian State, ,,East Carolina,33.0
564,11/04/1978,30.0,San Jose State, ,,Fullerton State,21.0
565,11/04/1978,15.0,Boston University, ,,Holy Cross,7.0
566,11/04/1978,42.0,Eastern Illinois, ,,Illinois State,7.0
567,11/04/1978,32.0,Minnesota,-1.5,,Indiana,31.0
568,11/04/1978,27.0,Northern Illinois, ,,Kent State,21.0
569,11/04/1978,24.0,Iowa State,12.5,,Kansas State,0.0
570,11/04/1978,0.0,Virginia Tech,-5.5,,Kentucky,28.0
571,11/04/1978,17.0,Colgate, ,,Lafayette,7.0
572,11/04/1978,40.0,Louisiana Tech, ,,Lamar,3.0
573,11/04/1978,42.0,Fresno State, ,,Long Beach State,41.0
574,11/04/1978,20.0,Wichita State, ,,Louisville,38.0
575,11/04/1978,19.0,Illinois,-18.0,,Michigan State,59.0
576,11/04/1978,27.0,Penn State,6.5,,Maryland,3.0
577,11/04/1978,20.0,Tulane,-1.5,,Miami-Florida,16.0
578,11/04/1978,16.0,Ohio, ,,Miami-Ohio,31.0
579,11/04/1978,0.0,Iowa,-27.0,,Michigan,34.0
580,11/04/1978,30.0,Louisiana State,10.0,,Mississippi,8.0
581,11/04/1978,35.0,Oklahoma State,-7.0,,Missouri,20.0
582,11/04/1978,35.0,Alabama,16.0,,Mississippi State,14.0
583,11/04/1978,27.0,Notre Dame,7.5,,Navy,7.0
584,11/04/1978,27.0,Richmond, ,,North Carolina,18.0
585,11/04/1978,21.0,Kansas,-20.0,,Nebraska,63.0
586,11/04/1978,20.0,Cincinnati, ,,UL-Monroe,7.0
587,11/04/1978,12.0,Utah, ,,New Mexico,24.0
588,11/04/1978,30.0,Texas-Arlington, ,,Northwestern St(LA),7.0
589,11/04/1978,31.0,Purdue,31.0,,Northwestern,0.0
590,11/04/1978,14.0,Wisconsin,-18.0,,Ohio State,49.0
591,11/04/1978,7.0,Colorado,-17.5,,Oklahoma,28.0
592,11/04/1978,23.0,U.C.L.A.,19.0,,Oregon,21.0
593,11/04/1978,31.0,Washington State,7.0,,Oregon State,32.0
594,11/04/1978,40.0,Utah State, ,,Pacific,14.0
595,11/04/1978,21.0,Princeton,1.0,,Pennsylvania,0.0
596,11/04/1978,17.0,Syracuse,-12.0,,Pittsburgh,18.0
597,11/04/1978,37.0,Arkansas,31.0,,Rice,7.0
598,11/04/1978,11.0,Massachusetts, ,,Rutgers,21.0
599,11/04/1978,7.0,Stanford,-7.5,,Southern Cal,13.0
600,11/04/1978,22.0,No Carolina State,5.5,,South Carolina,13.0
601,11/04/1978,7.0,Indiana State, ,,Southern Illinois,28.0
602,11/04/1978,25.0,North Texas, ,,Southern Miss,12.0
603,11/04/1978,63.0,Houston,29.0,,Texas Christian,6.0
604,11/04/1978,27.0,Central Michigan, ,,Toledo,3.0
605,11/04/1978,17.0,S-M-U,-1.5,,Texas A+M,20.0
606,11/04/1978,35.0,Hawaii, ,,UTEP,13.0
607,11/04/1978,35.0,Memphis,13.5,,Vanderbilt,14.0
608,11/04/1978,20.0,West Virginia,4.5,,Virginia,17.0
609,11/04/1978,41.0,Georgia,23.0,,Virginia Military,3.0
610,11/04/1978,21.0,Chattanooga, ,,Western Carolina,31.0
611,11/04/1978,6.0,Marshall, ,,Western Michigan,24.0
612,11/04/1978,44.0,Tulsa, ,,West Texas A+M,23.0
613,11/04/1978,48.0,Brigham Young, ,,Wyoming,14.0
614,11/11/1978,24.0,Louisiana Tech, ,,Arkansas State,10.0
615,11/11/1978,10.0,Virginia Military, ,,Appalachian State,31.0
616,11/11/1978,3.0,Oregon,-1.0,,Arizona,24.0
617,11/11/1978,14.0,Baylor,-8.5,,Arkansas,27.0
618,11/11/1978,0.0,Mississippi State,4.5,,Auburn,6.0
619,11/11/1978,29.0,Army,1.5,,Boston College,26.0
620,11/11/1978,38.0,Southern Miss, ,,Bowling Green,21.0
621,11/11/1978,9.0,Eastern Michigan, ,,Central Michigan,41.0
622,11/11/1978,7.0,Bucknell, ,,Colgate,0.0
623,11/11/1978,20.0,Kansas State,-12.0,,Colorado,10.0
624,11/11/1978,14.0,Columbia,-1.0,,Cornell,35.0
625,11/11/1978,15.0,New Mexico, ,,Colorado State,26.0
626,11/11/1978,21.0,Brown,7.5,,Dartmouth,31.0
627,11/11/1978,24.0,Georgia,4.5,,Florida,22.0
628,11/11/1978,20.0,Northridge State, ,,Fullerton State,31.0
629,11/11/1978,7.0,Western Carolina, ,,Furman,24.0
630,11/11/1978,21.0,Air Force,-19.0,,Georgia Tech,42.0
631,11/11/1978,13.0,Pennsylvania,-1.0,,Harvard,17.0
632,11/11/1978,7.0,Texas,3.0,,Houston,10.0
633,11/11/1978,15.0,Oklahoma State,3.0,,Iowa State,28.0
634,11/11/1978,45.0,Ohio State,31.0,,Illinois,7.0
635,11/11/1978,27.0,Illinois State, ,,Indiana State,14.0
636,11/11/1978,34.0,Indiana,10.5,,Iowa,14.0
637,11/11/1978,48.0,Missouri,19.0,,Kansas,0.0
638,11/11/1978,38.0,Miami-Ohio, ,,Kent State,13.0
639,11/11/1978,31.0,Alabama,13.0,,Louisiana State,10.0
640,11/11/1978,15.0,Southern Illinois, ,,Marshall,14.0
641,11/11/1978,8.0,Holy Cross, ,,Massachusetts,33.0
642,11/11/1978,23.0,Lamar, ,,McNeese State,24.0
643,11/11/1978,7.0,Virginia,-21.0,,Maryland,17.0
644,11/11/1978,22.0,Louisville, ,,Memphis,29.0
645,11/11/1978,14.0,Northwestern,-37.0,,Michigan,59.0
646,11/11/1978,33.0,Michigan State,20.5,,Minnesota,9.0
647,11/11/1978,14.0,Fresno State, ,,Montana State,35.0
648,11/11/1978,20.0,Syracuse,-7.5,,Navy,17.0
649,11/11/1978,13.0,Clemson,13.5,,North Carolina,9.0
650,11/11/1978,19.0,Penn State,18.0,,No Carolina State,10.0
651,11/11/1978,28.0,North Texas, ,,UL-Monroe,6.0
652,11/11/1978,35.0,Toledo, ,,Northern Illinois,16.0
653,11/11/1978,35.0,Hawaii, ,,New Mexico State,20.0
654,11/11/1978,35.0,Cincinnati, ,,Ohio,0.0
655,11/11/1978,17.0,Nebraska,-6.0,,Oklahoma,14.0
656,11/11/1978,23.0,Yale,9.5,,Princeton,7.0
657,11/11/1978,24.0,Wisconsin,-13.5,,Purdue,24.0
658,11/11/1978,30.0,Chattanooga, ,,Richmond,3.0
659,11/11/1978,21.0,Brigham Young, ,,San Diego State,3.0
660,11/11/1978,31.0,Pacific, ,,San Jose State,33.0
661,11/11/1978,0.0,Rice,-17.0,,S-M-U,58.0
662,11/11/1978,14.0,Arizona State,1.0,,Stanford,21.0
663,11/11/1978,17.0,Northwestern St(LA), ,,UL-Lafayette,19.0
664,11/11/1978,13.0,Rutgers, ,,Temple,10.0
665,11/11/1978,31.0,Notre Dame,19.0,,Tennessee,14.0
666,11/11/1978,17.0,Texas Christian,-15.0,,Texas Tech,27.0
667,11/11/1978,13.0,Mississippi,4.5,,Tulane,3.0
668,11/11/1978,13.0,Wichita State, ,,Tulsa,27.0
669,11/11/1978,15.0,Oregon State,-14.0,,U.C.L.A.,13.0
670,11/11/1978,0.0,UTEP, ,,Utah,38.0
671,11/11/1978,53.0,Kentucky,21.0,,Vanderbilt,2.0
672,11/11/1978,23.0,Delaware, ,,Villanova,22.0
673,11/11/1978,24.0,Florida State,19.0,,Virginia Tech,14.0
674,11/11/1978,28.0,Southern Cal,7.0,,Washington,10.0
675,11/11/1978,22.0,California,5.5,,Washington State,14.0
676,11/11/1978,25.0,Utah State, ,,Weber State,44.0
677,11/11/1978,3.0,Duke,8.0,,Wake Forest,0.0
678,11/11/1978,20.0,Ball State, ,,Western Michigan,14.0
679,11/11/1978,20.0,East Carolina, ,,William + Mary,3.0
680,11/11/1978,35.0,The Citadel, ,,Wofford,17.0
681,11/11/1978,24.0,Drake, ,,West Texas A+M,21.0
682,11/11/1978,52.0,Pittsburgh,23.0,,West Virginia,7.0
683,11/11/1978,12.0,Nevada-Las Vegas, ,,Wyoming,10.0
684,11/18/1978,41.0,Vanderbilt,3.0,,Air Force,27.0
685,11/18/1978,35.0,Pittsburgh,22.0,,Army,17.0
686,11/18/1978,22.0,Oregon State,-4.0,,Arizona State,44.0
687,11/18/1978,13.0,Northern Illinois, ,,Ball State,31.0
688,11/18/1978,24.0,Rice,-18.0,,Baylor,10.0
689,11/18/1978,12.0,Columbia,-13.5,,Brown,24.0
690,11/18/1978,23.0,Utah, ,,Brigham Young,22.0
691,11/18/1978,27.0,Tennessee State, ,,Chattanooga,23.0
692,11/18/1978,28.0,Miami-Ohio, ,,Cincinnati,24.0
693,11/18/1978,17.0,Furman, ,,The Citadel,13.0
694,11/18/1978,24.0,Maryland,2.0,,Clemson,28.0
695,11/18/1978,14.0,Western Michigan, ,,Central Michigan,35.0
696,11/18/1978,38.0,Delaware, ,,Colgate,29.0
697,11/18/1978,21.0,Princeton,-5.5,,Dartmouth,28.0
698,11/18/1978,25.0,Long Beach State, ,,Drake,0.0
699,11/18/1978,24.0,No Carolina State,15.0,,Duke,10.0
700,11/18/1978,14.0,Illinois State, ,,Eastern Michigan,13.0
701,11/18/1978,16.0,Kentucky,4.0,,Florida,18.0
702,11/18/1978,28.0,Idaho, ,,Fresno State,41.0
703,11/18/1978,22.0,Cal Poly-Pomona, ,,Fullerton State,30.0
704,11/18/1978,22.0,Auburn,-4.5,,Georgia,22.0
705,11/18/1978,16.0,Colorado,-2.0,,Iowa State,20.0
706,11/18/1978,24.0,Minnesota,11.0,,Illinois,6.0
707,11/18/1978,36.0,Kansas State,6.0,,Kansas,20.0
708,11/18/1978,6.0,Arkansas State, ,,Lamar,3.0
709,11/18/1978,37.0,Southern Miss, ,,Louisville,3.0
710,11/18/1978,16.0,Mississippi State,-5.0,,Louisiana State,14.0
711,11/18/1978,18.0,UL-Monroe, ,,Louisiana Tech,0.0
712,11/18/1978,45.0,East Carolina, ,,Marshall,0.0
713,11/18/1978,3.0,Northwestern,-37.0,,Michigan State,52.0
714,11/18/1978,41.0,Tennessee,3.0,,Mississippi,17.0
715,11/18/1978,31.0,Nebraska,13.0,,Missouri,35.0
716,11/18/1978,35.0,San Jose State, ,,Montana,7.0
717,11/18/1978,38.0,Florida State,8.5,,Navy,6.0
718,11/18/1978,21.0,Georgia Tech,-9.0,,Notre Dame,38.0
719,11/18/1978,24.0,Memphis, ,,North Texas,41.0
720,11/18/1978,12.0,S E Louisiana, ,,Northwestern St(LA),13.0
721,11/18/1978,15.0,Bowling Green, ,,Ohio,19.0
722,11/18/1978,18.0,Indiana,-16.0,,Ohio State,21.0
723,11/18/1978,62.0,Oklahoma,27.0,,Oklahoma State,7.0
724,11/18/1978,44.0,New Mexico, ,,Pacific,6.0
725,11/18/1978,35.0,Cornell,6.0,,Pennsylvania,17.0
726,11/18/1978,24.0,Michigan,13.5,,Purdue,6.0
727,11/18/1978,21.0,Holy Cross,-8.0,,Rutgers,31.0
728,11/18/1978,10.0,U.C.L.A.,-7.0,,Southern Cal,17.0
729,11/18/1978,16.0,Miami-Florida, ,,San Diego State,14.0
730,11/18/1978,9.0,UL-Lafayette, ,,Southern Illinois,10.0
731,11/18/1978,19.0,Texas Tech,-3.0,,S-M-U,16.0
732,11/18/1978,10.0,California,-8.5,,Stanford,30.0
733,11/18/1978,23.0,Boston College,-3.5,,Syracuse,37.0
734,11/18/1978,17.0,McNeese State, ,,Texas-Arlington,20.0
735,11/18/1978,0.0,Texas Christian,-25.0,,Texas,41.0
736,11/18/1978,17.0,Kent State, ,,Toledo,13.0
737,11/18/1978,26.0,Arkansas,7.0,,Texas A+M,7.0
738,11/18/1978,27.0,Nevada-Las Vegas, ,,UTEP,0.0
739,11/18/1978,27.0,Temple, ,,Villanova,17.0
740,11/18/1978,38.0,North Carolina,14.0,,Virginia,20.0
741,11/18/1978,28.0,Virginia Tech,10.5,,Virginia Military,2.0
742,11/18/1978,31.0,Arizona,13.0,,Washington State,24.0
743,11/18/1978,39.0,Appalachian State, ,,Western Carolina,13.0
744,11/18/1978,37.0,South Carolina,13.5,,Wake Forest,14.0
745,11/18/1978,42.0,Indiana State, ,,Wichita State,18.0
746,11/18/1978,38.0,Iowa,-4.0,,Wisconsin,24.0
747,11/18/1978,17.0,Richmond, ,,William + Mary,3.0
748,11/18/1978,50.0,Colorado State,4.5,,West Virginia,14.0
749,11/18/1978,27.0,Hawaii, ,,Wyoming,22.0
750,11/18/1978,28.0,Harvard,-3.5,,Yale,35.0
751,11/23/1978,13.0,Pacific, ,,Colorado State,20.0
752,11/24/1978,24.0,Nevada-Las Vegas, ,,Fullerton State,7.0
753,11/25/1978,14.0,S-M-U,-7.5,,Arkansas,27.0
754,11/25/1978,17.0,Arizona,0.0,,Arizona State,18.0
755,11/25/1978,27.0,Massachusetts, ,,Boston College,0.0
756,11/25/1978,13.0,Hawaii, ,,Brigham Young,31.0
757,11/25/1978,14.0,Memphis,4.5,,Cincinnati,34.0
758,11/25/1978,9.0,Rutgers,20.0,,Colgate,14.0
759,11/25/1978,20.0,Holy Cross, ,,Connecticut,16.0
760,11/25/1978,16.0,North Carolina,11.0,,Duke,15.0
761,11/25/1978,38.0,Florida State,3.5,,Florida,21.0
762,11/25/1978,22.0,Texas Tech,-10.0,,Houston,21.0
763,11/25/1978,20.0,Purdue,7.0,,Indiana,7.0
764,11/25/1978,42.0,Michigan State,31.0,,Iowa,7.0
765,11/25/1978,29.0,Tennessee,3.0,,Kentucky,14.0
766,11/25/1978,36.0,Lamar, ,,Long Beach State,31.0
767,11/25/1978,3.0,Ohio State,-6.5,,Michigan,14.0
768,11/25/1978,48.0,Wisconsin,-2.0,,Minnesota,10.0
769,11/25/1978,7.0,Mississippi State,8.0,,Mississippi,27.0
770,11/25/1978,21.0,Virginia,-12.5,,No Carolina State,24.0
771,11/25/1978,27.0,Southern Cal,6.5,,Notre Dame,25.0
772,11/25/1978,14.0,Ohio, ,,Northern Illinois,23.0
773,11/25/1978,27.0,San Diego State, ,,New Mexico,24.0
774,11/25/1978,31.0,West Texas A+M, ,,New Mexico State,33.0
775,11/25/1978,3.0,Oregon State,-2.0,,Oregon,24.0
776,11/25/1978,17.0,Penn State,13.5,,Pittsburgh,10.0
777,11/25/1978,41.0,Clemson,12.0,,South Carolina,23.0
778,11/25/1978,44.0,McNeese State, ,,UL-Lafayette,18.0
779,11/25/1978,21.0,Miami-Florida,5.5,,Syracuse,9.0
780,11/25/1978,15.0,Texas A+M,30.0,,Texas Christian,7.0
781,11/25/1978,38.0,Baylor,-12.0,,Texas,14.0
782,11/25/1978,40.0,Louisiana State,13.0,,Tulane,21.0
783,11/25/1978,20.0,Utah State, ,,Utah,23.0
784,11/25/1978,8.0,Washington State,-10.0,,Washington,38.0
785,11/25/1978,21.0,UTEP, ,,Wyoming,51.0
786,12/02/1978,16.0,Auburn,-14.5,,Alabama,34.0
787,12/02/1978,28.0,Navy,8.5,,Army,0.0
788,12/02/1978,24.0,Nevada-Las Vegas, ,,Brigham Young,28.0
789,12/02/1978,29.0,Georgia,5.5,,Georgia Tech,28.0
790,12/02/1978,29.0,Boston College,1.0,,Holy Cross,30.0
791,12/02/1978,24.0,San Jose State, ,,Long Beach State,6.0
792,12/02/1978,21.0,Florida,4.5,,Miami-Florida,22.0
793,12/02/1978,49.0,Houston,36.0,,Rice,25.0
794,12/02/1978,5.0,Hawaii, ,,Southern Cal,21.0
795,12/02/1978,15.0,Vanderbilt,-17.0,,Tennessee,41.0
796,12/02/1978,49.0,Arkansas,13.5,,Texas Tech,7.0
797,12/02/1978,22.0,Texas,6.5,,Texas A+M,7.0
798,12/02/1978,18.0,San Diego State, ,,Utah,20.0
799,12/02/1978,24.0,Louisiana State,25.0,,Wyoming,17.0
800,12/10/1978,28.0,Temple, ,,Boston College,24.0
801,09/01/1979,33.0,Arizona,,19.0,Colorado State,17.0
802,09/01/1979,19.0,Indiana State,, ,Drake,12.0
803,09/01/1979,34.0,Utah,, ,Long Beach State,10.0
804,09/01/1979,34.0,New Mexico,, ,Louisiana Tech,0.0
805,09/01/1979,3.0,Tulsa,, ,McNeese State,6.0
806,09/01/1979,17.0,UL-Lafayette,, ,UL-Monroe,13.0
807,09/01/1979,21.0,Eastern Michigan,, ,Northern Michigan,7.0
808,09/01/1979,14.0,West Texas A+M,, ,Southern Illinois,0.0
809,09/01/1979,35.0,North Texas,, ,UTEP,0.0
810,09/01/1979,31.0,East Carolina,, ,Western Carolina,6.0
811,09/01/1979,23.0,New Mexico State,, ,Wichita State,13.0
812,09/08/1979,6.0,Georgia Tech,,-14.0,Alabama,30.0
813,09/08/1979,30.0,Wake Forest,, ,Appalachian State,23.0
814,09/08/1979,7.0,Washington State,,-7.5,Arizona,22.0
815,09/08/1979,27.0,Miami-Ohio,, ,Ball State,3.0
816,09/08/1979,17.0,Texas A+M,,13.0,Brigham Young,18.0
817,09/08/1979,9.0,Arizona State,,11.5,California,17.0
818,09/08/1979,34.0,No Carolina State,, ,East Carolina,20.0
819,09/08/1979,14.0,Kent State,, ,Eastern Kentucky,17.0
820,09/08/1979,32.0,Bowling Green,, ,Eastern Michigan,6.0
821,09/08/1979,21.0,Clemson,, ,Furman,0.0
822,09/08/1979,28.0,Rutgers,,8.5,Holy Cross,0.0
823,09/08/1979,16.0,U.C.L.A.,,0.0,Houston,24.0
824,09/08/1979,30.0,Fresno State,, ,Idaho,10.0
825,09/08/1979,33.0,Michigan State,,24.0,Illinois,16.0
826,09/08/1979,33.0,Youngstown State,, ,Illinois State,27.0
827,09/08/1979,26.0,Iowa,,-2.5,Indiana,30.0
828,09/08/1979,9.0,Wichita State,, ,Indiana State,28.0
829,09/08/1979,31.0,East Tennessee St,, ,James Madison,0.0
830,09/08/1979,20.0,Baylor,, ,Lamar,7.0
831,09/08/1979,13.0,Mississippi State,,10.5,Memphis,14.0
832,09/08/1979,14.0,Drake,, ,New Mexico State,13.0
