,Date,Visitor,Visitor Score,Home Team,Home Score,Line
4890,10/13/1984,Southern Cal,19.0,Oregon,9.0,-6.0
4891,10/13/1984,Southern Illinois,48.0,Eastern Illinois,40.0, 
4892,10/13/1984,San Jose State,12.0,Fullerton State,21.0, 
4893,10/13/1984,Southern Miss,7.0,Tulane,35.0,0.0
4894,10/13/1984,S-M-U,24.0,Baylor,20.0,-8.0
4895,10/13/1984,UL-Lafayette,7.0,Memphis,20.0, 
4896,10/13/1984,Syracuse,10.0,West Virginia,20.0,7.0
4897,10/13/1984,Texas-Arlington,17.0,Wichita State,15.0, 
4898,10/13/1984,Temple,10.0,Boston College,24.0,16.0
4899,10/13/1984,Toledo,10.0,Miami-Ohio,7.0, 
4900,10/13/1984,Texas Tech,0.0,Arkansas,24.0,8.0
4901,10/13/1984,Texas A+M,7.0,Houston,9.0,3.5
4902,10/13/1984,Utah,24.0,San Diego State,24.0, 
4903,10/13/1984,Vanderbilt,27.0,Louisiana State,34.0,8.0
4904,10/13/1984,Washington,37.0,Stanford,15.0,-8.5
4905,10/13/1984,Washington State,24.0,U.C.L.A.,27.0,9.0
4906,10/13/1984,Western Michigan,7.0,Bowling Green,34.0, 
4907,10/13/1984,Wyoming,38.0,Brigham Young,41.0, 
4908,10/19/1984,West Texas A+M,24.0,Southern Illinois,17.0, 
4909,10/20/1984,Alabama,27.0,Tennessee,28.0,-1.0
4910,10/20/1984,Arizona,14.0,Southern Cal,17.0,1.5
4911,10/20/1984,Arkansas,18.0,Texas,24.0,10.0
4912,10/20/1984,Baylor,20.0,Texas A+M,16.0,-1.0
4913,10/20/1984,Boston College,20.0,West Virginia,21.0,-3.5
4914,10/20/1984,Brigham Young,30.0,Air Force,25.0,-7.0
4915,10/20/1984,Cincinnati,17.0,Florida,48.0,31.0
4916,10/20/1984,Central Michigan,10.0,Miami-Ohio,9.0, 
4917,10/20/1984,Colorado State,24.0,San Diego State,41.0, 
4918,10/20/1984,Delaware,34.0,Temple,19.0, 
4919,10/20/1984,Drake,3.0,Indiana State,17.0, 
4920,10/20/1984,Duke,21.0,Clemson,54.0,31.0
4921,10/20/1984,Eastern Michigan,7.0,Toledo,17.0, 
4922,10/20/1984,East Tennessee St,6.0,East Carolina,24.0, 
4923,10/20/1984,Fullerton State,36.0,Nevada-Reno,14.0, 
4924,10/20/1984,Georgia Tech,34.0,Auburn,48.0,10.0
4925,10/20/1984,Houston,29.0,S-M-U,20.0,13.0
4926,10/20/1984,Illinois State,24.0,U-C-F,28.0, 
4927,10/20/1984,Kansas,10.0,Oklahoma State,47.0,23.0
4928,10/20/1984,Kent State,19.0,Ohio,7.0, 
4929,10/20/1984,Long Beach State,43.0,New Mexico State,13.0, 
4930,10/20/1984,Louisville,21.0,Rutgers,38.0,17.0
4931,10/20/1984,Louisiana State,36.0,Kentucky,10.0,-5.0
4932,10/20/1984,Michigan,0.0,Iowa,26.0,8.0
4933,10/20/1984,Mississippi,10.0,Southern Miss,13.0,-8.5
4934,10/20/1984,Missouri,61.0,Kansas State,21.0,-14.5
4935,10/20/1984,Mississippi State,12.0,Memphis,23.0,6.5
4936,10/20/1984,No Carolina State,21.0,North Carolina,28.0,6.0
4937,10/20/1984,Nebraska,24.0,Colorado,7.0,-31.0
4938,10/20/1984,Northern Illinois,6.0,Bowling Green,28.0, 
4939,10/20/1984,New Mexico,21.0,Wyoming,59.0, 
4940,10/20/1984,North Texas,3.0,Texas Christian,34.0, 
4941,10/20/1984,Northwestern,31.0,Minnesota,28.0,8.5
4942,10/20/1984,Ohio State,23.0,Michigan State,20.0,-10.0
4943,10/20/1984,Oklahoma,12.0,Iowa State,10.0,-27.5
4944,10/20/1984,Oregon,10.0,Washington,17.0,16.5
4945,10/20/1984,Oregon State,10.0,Arizona State,45.0,16.0
4946,10/20/1984,Pennsylvania,13.0,Army,48.0,10.5
4947,10/20/1984,Pittsburgh,7.0,Miami-Florida,27.0,14.5
4948,10/20/1984,Princeton,3.0,Navy,41.0,17.5
4949,10/20/1984,Purdue,20.0,Illinois,34.0,9.0
4950,10/20/1984,South Carolina,36.0,Notre Dame,32.0,-2.5
4951,10/20/1984,UL-Lafayette,35.0,San Jose State,28.0, 
4952,10/20/1984,Syracuse,3.0,Penn State,21.0,6.0
4953,10/20/1984,Texas Tech,30.0,Rice,10.0,-8.0
4954,10/20/1984,Tulane,6.0,Florida State,27.0,16.5
4955,10/20/1984,U.C.L.A.,17.0,California,14.0,-4.5
4956,10/20/1984,Nevada-Las Vegas,35.0,Pacific,21.0, 
4957,10/20/1984,Utah,17.0,Hawaii,20.0, 
4958,10/20/1984,Utah State,18.0,Fresno State,43.0, 
4959,10/20/1984,Vanderbilt,35.0,Georgia,62.0,5.0
4960,10/20/1984,Washington State,49.0,Stanford,42.0,3.0
4961,10/20/1984,Wake Forest,9.0,Virginia,28.0,4.0
4962,10/20/1984,Wichita State,20.0,Tulsa,55.0, 
4963,10/20/1984,Wisconsin,20.0,Indiana,16.0,-10.0
4964,10/20/1984,Western Michigan,20.0,Ball State,23.0, 
4965,10/20/1984,William + Mary,14.0,Virginia Tech,38.0, 
4966,10/25/1984,Brigham Young,48.0,New Mexico,0.0,-21.5
4967,10/26/1984,West Texas A+M,21.0,New Mexico State,13.0, 
4968,10/27/1984,Arizona,12.0,Washington,28.0,7.0
4969,10/27/1984,Arkansas,17.0,Houston,3.0,-3.0
4970,10/27/1984,Army,16.0,Syracuse,27.0,7.0
4971,10/27/1984,Auburn,24.0,Mississippi State,21.0,-14.0
4972,10/27/1984,Ball State,17.0,Eastern Michigan,10.0, 
4973,10/27/1984,Baylor,28.0,Texas Christian,38.0,5.5
4974,10/27/1984,Bowling Green,21.0,Central Michigan,42.0, 
4975,10/27/1984,California,7.0,Southern Cal,31.0,13.5
4976,10/27/1984,Clemson,35.0,No Carolina State,34.0,-14.5
4977,10/27/1984,Colorado,14.0,Oklahoma State,20.0,29.5
4978,10/27/1984,East Carolina,20.0,South Carolina,42.0,18.5
4979,10/27/1984,Fresno State,17.0,San Jose State,18.0, 
4980,10/27/1984,Georgia,37.0,Kentucky,7.0,-6.0
4981,10/27/1984,Iowa State,14.0,Missouri,14.0,26.0
4982,10/27/1984,Illinois,18.0,Michigan,26.0,-2.5
4983,10/27/1984,Illinois State,14.0,Western Illinois,28.0, 
4984,10/27/1984,Indiana State,27.0,Southern Illinois,10.0, 
4985,10/27/1984,Iowa,24.0,Indiana,20.0,-21.5
4986,10/27/1984,Kansas State,14.0,Nebraska,62.0,33.0
4987,10/27/1984,Long Beach State,28.0,Fullerton State,42.0, 
4988,10/27/1984,Louisville,21.0,Cincinnati,40.0,1.0
4989,10/27/1984,Michigan State,20.0,Minnesota,13.0,-5.0
4990,10/27/1984,Maryland,43.0,Duke,7.0,-20.0
4991,10/27/1984,Miami-Ohio,20.0,Northern Illinois,7.0, 
4992,10/27/1984,Mississippi,20.0,Vanderbilt,37.0,3.0
4993,10/27/1984,Navy,28.0,Pittsburgh,28.0,7.0
4994,10/27/1984,North Carolina,30.0,Memphis,27.0,7.0
4995,10/27/1984,Notre Dame,30.0,Louisiana State,22.0,10.5
4996,10/27/1984,Ohio,14.0,Western Michigan,33.0, 
4997,10/27/1984,Ohio State,14.0,Wisconsin,16.0,-8.0
4998,10/27/1984,Oklahoma,11.0,Kansas,28.0,-21.0
4999,10/27/1984,Pacific,14.0,Utah State,41.0, 
5000,10/27/1984,Penn State,14.0,West Virginia,17.0,1.0
5001,10/27/1984,Purdue,49.0,Northwestern,7.0,-9.0
5002,10/27/1984,Rice,14.0,Texas A+M,38.0,16.5
5003,10/27/1984,Rutgers,23.0,Boston College,35.0,14.5
5004,10/27/1984,San Diego State,10.0,Hawaii,16.0, 
5005,10/27/1984,Southern Miss,7.0,UL-Lafayette,13.0, 
5006,10/27/1984,S-M-U,7.0,Texas,13.0,7.0
5007,10/27/1984,Stanford,28.0,Oregon State,21.0,-3.5
5008,10/27/1984,Tennessee,24.0,Georgia Tech,21.0,3.5
5009,10/27/1984,Toledo,6.0,Kent State,17.0, 
5010,10/27/1984,Tulsa,17.0,Texas Tech,20.0,-1.0
5011,10/27/1984,U.C.L.A.,21.0,Arizona State,13.0,5.5
5012,10/27/1984,UTEP,15.0,Utah,43.0, 
5013,10/27/1984,Virginia Tech,9.0,Temple,7.0,-3.5
5014,10/27/1984,Washington State,50.0,Oregon,41.0,-1.0
5015,10/27/1984,Wichita State,23.0,Drake,6.0, 
5016,10/27/1984,William + Mary,21.0,Wake Forest,34.0, 
5017,10/27/1984,Wyoming,43.0,Colorado State,34.0, 
5018,11/03/1984,Air Force,12.0,Army,24.0,-7.5
5019,11/03/1984,Alabama,24.0,Mississippi State,20.0,-3.5
5020,11/03/1984,Auburn,3.0,Florida,24.0,2.0
5021,11/03/1984,Boston College,30.0,Penn State,37.0,0.0
5022,11/03/1984,Bowling Green,38.0,Ball State,13.0, 
5023,11/03/1984,California,14.0,Washington,44.0,18.0
5024,11/03/1984,U-C-F,0.0,Indiana State,38.0, 
5025,11/03/1984,Cincinnati,10.0,Temple,42.0,16.0
5026,11/03/1984,Central Michigan,7.0,Northern Illinois,8.0, 
5027,11/03/1984,Colorado State,23.0,Utah,35.0, 
5028,11/03/1984,Duke,3.0,Georgia Tech,31.0,23.5
5029,11/03/1984,Florida State,52.0,Arizona State,44.0,-6.0
5030,11/03/1984,Fullerton State,20.0,Fresno State,17.0, 
5031,11/03/1984,Indiana,7.0,Ohio State,50.0,22.5
5032,11/03/1984,Kansas,28.0,Colorado,27.0,0.0
5033,11/03/1984,Kent State,18.0,Eastern Michigan,20.0, 
5034,11/03/1984,Maryland,34.0,North Carolina,23.0,-5.0
5035,11/03/1984,Memphis,3.0,Georgia,13.0,11.5
5036,11/03/1984,Miami-Florida,38.0,Louisville,23.0,-30.5
5037,11/03/1984,Miami-Ohio,19.0,Ohio,24.0, 
5038,11/03/1984,Michigan,29.0,Purdue,31.0,0.0
5039,11/03/1984,Minnesota,3.0,Illinois,48.0,23.5
5040,11/03/1984,Mississippi,29.0,Louisiana State,32.0,11.5
5041,11/03/1984,Missouri,7.0,Oklahoma,49.0,3.5
5042,11/03/1984,Navy,17.0,Notre Dame,18.0,11.5
5043,11/03/1984,Nebraska,44.0,Iowa State,0.0,-27.0
5044,11/03/1984,New Mexico,2.0,Baylor,38.0,15.0
5045,11/03/1984,New Mexico State,31.0,Wichita State,24.0, 
5046,11/03/1984,North Texas,7.0,Kentucky,31.0, 
5047,11/03/1984,Northwestern St(LA),22.0,Southern Miss,0.0, 
5048,11/03/1984,Northwestern,10.0,Michigan State,27.0,15.0
5049,11/03/1984,Oklahoma State,34.0,Kansas State,6.0,-23.0
5050,11/03/1984,Oregon,20.0,U.C.L.A.,18.0,11.5
5051,11/03/1984,Oregon State,3.0,Washington State,20.0,14.5
5052,11/03/1984,Pacific,22.0,Long Beach State,24.0, 
5053,11/03/1984,Pittsburgh,7.0,Syracuse,13.0,3.0
5054,11/03/1984,Rice,6.0,Arkansas,28.0,28.0
5055,11/03/1984,Southern Cal,20.0,Stanford,11.0,-6.5
5056,11/03/1984,South Carolina,35.0,No Carolina State,28.0,-10.0
5057,11/03/1984,Southern Illinois,17.0,Drake,20.0, 
5058,11/03/1984,UL-Lafayette,42.0,East Carolina,24.0, 
5059,11/03/1984,Texas Christian,21.0,Houston,14.0,-3.5
5060,11/03/1984,Texas,13.0,Texas Tech,10.0,-13.5
5061,11/03/1984,Tulane,6.0,Virginia Tech,13.0,5.5
5062,11/03/1984,Tulsa,28.0,Illinois State,7.0, 
5063,11/03/1984,Texas A+M,20.0,S-M-U,28.0,11.5
5064,11/03/1984,Nevada-Las Vegas,30.0,San Diego State,14.0, 
5065,11/03/1984,UTEP,9.0,Brigham Young,42.0, 
5066,11/03/1984,Utah State,10.0,Arizona,45.0, 
5067,11/03/1984,Virginia,27.0,West Virginia,7.0,6.5
5068,11/03/1984,Wake Forest,14.0,Clemson,37.0,16.0
5069,11/03/1984,Wisconsin,10.0,Iowa,10.0,12.5
5070,11/03/1984,Western Michigan,13.0,Toledo,17.0, 
5071,11/03/1984,Wyoming,28.0,Hawaii,31.0, 
5072,11/10/1984,Air Force,23.0,New Mexico,9.0,-18.0
5073,11/10/1984,Arkansas,14.0,Baylor,9.0,-3.0
5074,11/10/1984,Army,31.0,Boston College,45.0,16.0
5075,11/10/1984,Arizona State,44.0,Oregon,10.0,-4.0
5076,11/10/1984,Ball State,7.0,Central Michigan,51.0, 
5077,11/10/1984,Cincinnati,0.0,Auburn,60.0,32.5
5078,11/10/1984,Eastern Michigan,0.0,Miami-Ohio,23.0, 
5079,11/10/1984,Florida,27.0,Georgia,0.0,-3.0
5080,11/10/1984,Florida State,26.0,South Carolina,38.0,-3.0
5081,11/10/1984,Fullerton State,20.0,Nevada-Las Vegas,26.0, 
5082,11/10/1984,Georgia Tech,17.0,North Carolina,24.0,1.0
5083,11/10/1984,Houston,29.0,Texas,15.0,13.0
5084,11/10/1984,Illinois,34.0,Indiana,7.0,-21.0
5085,11/10/1984,Kent State,9.0,Western Michigan,13.0, 
5086,11/10/1984,Kansas State,7.0,Iowa State,7.0,4.0
5087,11/10/1984,Long Beach State,7.0,San Jose State,42.0, 
5088,11/10/1984,Louisiana State,16.0,Alabama,14.0,-3.5
5089,11/10/1984,Marshall,10.0,Illinois State,3.0, 
5090,11/10/1984,Michigan State,17.0,Iowa,16.0,12.0
5091,11/10/1984,Maryland,42.0,Miami-Florida,40.0,7.0
5092,11/10/1984,Memphis,9.0,Tennessee,41.0,2.0
5093,11/10/1984,Minnesota,7.0,Michigan,31.0,21.5
5094,11/10/1984,Missouri,13.0,Oklahoma State,31.0,9.5
5095,11/10/1984,Navy,0.0,Syracuse,29.0,7.5
5096,11/10/1984,No Carolina State,0.0,Virginia,45.0,7.0
5097,11/10/1984,Nebraska,41.0,Kansas,7.0,-27.0
5098,11/10/1984,Northern Illinois,7.0,Toledo,13.0, 
5099,11/10/1984,Ohio,7.0,Bowling Green,28.0, 
5100,11/10/1984,Ohio State,52.0,Northwestern,3.0,-24.0
5101,11/10/1984,Oklahoma,42.0,Colorado,17.0,-26.0
5102,11/10/1984,Oregon State,17.0,U.C.L.A.,26.0,17.0
5103,11/10/1984,Pacific,24.0,Fresno State,6.0, 
5104,11/10/1984,Purdue,13.0,Wisconsin,30.0,2.5
5105,11/10/1984,South Dakota State,29.0,Wyoming,45.0, 
5106,11/10/1984,San Diego State,3.0,Brigham Young,34.0, 
5107,11/10/1984,Southern Miss,31.0,East Carolina,27.0,-2.0
5108,11/10/1984,S-M-U,31.0,Rice,17.0,-24.0
5109,11/10/1984,Stanford,14.0,Arizona,28.0,8.5
5110,11/10/1984,UL-Lafayette,17.0,McNeese State,30.0, 
5111,11/10/1984,Missouri State,31.0,Southern Illinois,6.0, 
5112,11/10/1984,Tennessee State,24.0,Louisville,15.0, 
5113,11/10/1984,Texas Tech,16.0,Texas Christian,27.0,8.5
5114,11/10/1984,Tulane,10.0,Pittsburgh,21.0,4.0
5115,11/10/1984,Tulsa,24.0,Indiana State,17.0, 
5116,11/10/1984,Utah,21.0,Utah State,10.0, 
5117,11/10/1984,UTEP,31.0,Colorado State,59.0, 
5118,11/10/1984,Vanderbilt,18.0,Kentucky,27.0,-2.0
5119,11/10/1984,Virginia Tech,10.0,Clemson,17.0,10.5
5120,11/10/1984,Washington,7.0,Southern Cal,16.0,-3.5
5121,11/10/1984,Washington State,33.0,California,7.0,-6.0
5122,11/10/1984,Wake Forest,20.0,Duke,16.0,-14.0
5123,11/10/1984,West Texas A+M,14.0,Wichita State,17.0, 
5124,11/10/1984,West Virginia,19.0,Rutgers,23.0,-5.0
5125,11/17/1984,Alabama,29.0,Cincinnati,7.0,-23.0
5126,11/17/1984,Army,45.0,Montana,31.0, 
5127,11/17/1984,Baylor,46.0,Rice,40.0,-16.0
5128,11/17/1984,Bowling Green,27.0,Kent State,10.0, 
5129,11/17/1984,Brigham Young,24.0,Utah,14.0, 
5130,11/17/1984,Chattanooga,0.0,Florida State,37.0, 
5131,11/17/1984,Clemson,23.0,Maryland,41.0,3.0
5132,11/17/1984,Colgate,7.0,Rutgers,17.0,20.5
5133,11/17/1984,Colorado,6.0,Kansas State,38.0,3.5
5134,11/17/1984,Colorado State,14.0,Arizona State,45.0, 
5135,11/17/1984,Drake,25.0,West Texas A+M,22.0, 
5136,11/17/1984,Duke,16.0,No Carolina State,13.0,17.0
5137,11/17/1984,Florida,25.0,Kentucky,17.0,-12.0
5138,11/17/1984,Fullerton State,20.0,New Mexico State,0.0, 
5139,11/17/1984,Georgia,12.0,Auburn,21.0,5.5
5140,11/17/1984,Georgia Tech,24.0,Wake Forest,7.0,-3.5
5141,11/17/1984,Iowa State,10.0,Oklahoma State,16.0,25.0
5142,11/17/1984,Illinois State,17.0,Wichita State,0.0, 
5143,11/17/1984,Indiana,24.0,Purdue,31.0,17.0
5144,11/17/1984,Indiana State,2.0,Western Illinois,22.0, 
5145,11/17/1984,Iowa,17.0,Minnesota,23.0,-19.0
5146,11/17/1984,Kansas,35.0,Missouri,21.0,17.5
5147,11/17/1984,Louisville,25.0,Southern Miss,34.0,16.0
5148,11/17/1984,Louisiana State,14.0,Mississippi State,16.0,-7.5
5149,11/17/1984,Memphis,9.0,Tulane,14.0,-1.0
5150,11/17/1984,Michigan,6.0,Ohio State,21.0,8.5
5151,11/17/1984,Montana State,35.0,Fresno State,31.0, 
5152,11/17/1984,Northern Illinois,3.0,Ohio,10.0, 
5153,11/17/1984,New Mexico,31.0,San Diego State,37.0, 
5154,11/17/1984,Oklahoma,17.0,Nebraska,7.0,5.5
5155,11/17/1984,Oregon,31.0,Oregon State,6.0,-4.5
5156,11/17/1984,Penn State,7.0,Notre Dame,44.0,-1.0
5157,11/17/1984,Southern Cal,10.0,U.C.L.A.,29.0,-7.5
5158,11/17/1984,South Carolina,21.0,Navy,38.0,-14.5
5159,11/17/1984,San Jose State,33.0,Pacific,0.0, 
5160,11/17/1984,S-M-U,31.0,Texas Tech,0.0,-6.5
5161,11/17/1984,Stanford,27.0,California,10.0,-3.0
5162,11/17/1984,UL-Lafayette,18.0,Tulsa,17.0, 
5163,11/17/1984,Syracuse,16.0,Boston College,24.0,8.0
5164,11/17/1984,Tennessee,41.0,Mississippi,17.0,-2.0
5165,11/17/1984,Texas,44.0,Texas Christian,23.0,-3.0
5166,11/17/1984,Toledo,14.0,Central Michigan,7.0, 
5167,11/17/1984,Texas A+M,0.0,Arkansas,28.0, 
5168,11/17/1984,Nevada-Las Vegas,36.0,Utah State,20.0, 
5169,11/17/1984,Virginia,24.0,North Carolina,24.0,-3.0
5170,11/17/1984,Virginia Tech,23.0,Vanderbilt,3.0,3.0
5171,11/17/1984,Washington,38.0,Washington State,29.0,-3.5
5172,11/17/1984,Wisconsin,20.0,Michigan State,10.0,-3.5
5173,11/17/1984,Western Michigan,14.0,Eastern Michigan,24.0, 
5174,11/17/1984,West Virginia,17.0,Temple,19.0,-3.5
5175,11/17/1984,Wyoming,22.0,UTEP,35.0, 
5176,11/22/1984,Miami-Ohio,31.0,Cincinnati,26.0, 
5177,11/23/1984,Boston College,47.0,Miami-Florida,45.0,6.5
5178,11/24/1984,Air Force,38.0,UTEP,12.0, 
5179,11/24/1984,Arkansas,28.0,S-M-U,31.0,2.0
5180,11/24/1984,Arizona State,10.0,Arizona,16.0,-1.0
5181,11/24/1984,Fresno State,13.0,Nevada-Las Vegas,27.0, 
5182,11/24/1984,Houston,24.0,Texas Tech,17.0,-5.0
5183,11/24/1984,Kentucky,17.0,Tennessee,12.0,8.0
5184,11/24/1984,Long Beach State,18.0,San Diego State,17.0, 
5185,11/24/1984,Maryland,45.0,Virginia,34.0,-4.0
5186,11/24/1984,Mississippi,24.0,Mississippi State,3.0,2.5
5187,11/24/1984,North Carolina,17.0,Duke,15.0,-12.0
5188,11/24/1984,Notre Dame,19.0,Southern Cal,7.0,1.5
5189,11/24/1984,New Mexico,13.0,Hawaii,48.0, 
5190,11/24/1984,Oklahoma State,14.0,Oklahoma,24.0,4.5
5191,11/24/1984,Pittsburgh,31.0,Penn State,11.0,7.0
5192,11/24/1984,South Carolina,22.0,Clemson,21.0,2.0
5193,11/24/1984,Texas Christian,21.0,Texas A+M,35.0,-6.0
5194,11/24/1984,Texas,10.0,Baylor,24.0,-8.0
5195,11/24/1984,Tulane,15.0,Louisiana State,33.0,12.5
5196,11/24/1984,Utah State,13.0,Brigham Young,38.0, 
5197,11/30/1984,Toledo,6.0,Temple,35.0, 
5198,12/01/1984,Alabama,17.0,Auburn,15.0,7.0
5199,12/01/1984,Army,28.0,Navy,11.0,-1.5
5200,12/01/1984,Boston College,45.0,Holy Cross,10.0,-16.0
5201,12/01/1984,Florida,27.0,Florida State,17.0,-2.5
5202,12/01/1984,Georgia Tech,35.0,Georgia,18.0,7.0
5203,12/01/1984,Iowa,17.0,Hawaii,6.0,-7.5
5204,12/01/1984,Middle Tennessee,42.0,Indiana State,41.0, 
5205,12/01/1984,Rice,26.0,Houston,38.0,19.0
5206,12/01/1984,S-M-U,38.0,Nevada-Las Vegas,21.0, 
5207,12/01/1984,Tennessee,29.0,Vanderbilt,13.0,-2.5
5208,12/01/1984,Texas A+M,37.0,Texas,12.0,11.0
5209,08/29/1985,Boston College,14.0,Brigham Young,28.0,6.0
5210,08/31/1985,The Citadel,17.0,South Carolina,56.0, 
5211,08/31/1985,Florida State,38.0,Tulane,12.0,-12.5
5212,08/31/1985,Kansas,33.0,Hawaii,27.0,-3.0
5213,08/31/1985,Lincoln,0.0,Southern Illinois,63.0, 
5214,08/31/1985,Memphis,37.0,UL-Lafayette,6.0, 
5215,08/31/1985,Oregon,42.0,Washington State,39.0,9.5
5216,08/31/1985,Purdue,30.0,Pittsburgh,31.0,1.5
5217,08/31/1985,San Jose State,21.0,California,48.0, 
5218,08/31/1985,Missouri State,31.0,Drake,24.0, 
5219,08/31/1985,UTEP,6.0,Air Force,48.0,25.5
5220,08/31/1985,Virginia Tech,14.0,Cincinnati,31.0,-13.5
5221,09/02/1985,Alabama,20.0,Georgia,16.0,-1.5
5222,09/07/1985,Arkansas State,14.0,Mississippi State,22.0, 
5223,09/07/1985,Appalachian State,13.0,South Carolina,20.0, 
5224,09/07/1985,Boise State,17.0,Utah,20.0, 
5225,09/07/1985,Bowling Green,31.0,Ball State,6.0, 
5226,09/07/1985,California,19.0,Washington State,20.0,8.0
5227,09/07/1985,Chattanooga,0.0,Vanderbilt,7.0, 
5228,09/07/1985,Colorado State,10.0,Colorado,23.0,6.0
5229,09/07/1985,East Carolina,33.0,No Carolina State,14.0,7.5
5230,09/07/1985,Florida,35.0,Miami-Florida,23.0,-6.0
5231,09/07/1985,Florida State,17.0,Nebraska,13.0,5.5
5232,09/07/1985,Fullerton State,30.0,Montana,31.0, 
5233,09/07/1985,Houston,24.0,Tulsa,31.0,-3.0
5234,09/07/1985,Idaho,28.0,Oregon State,43.0, 
5235,09/07/1985,Louisville,13.0,West Virginia,52.0,18.0
5236,09/07/1985,Louisiana Tech,0.0,Southern Miss,28.0, 
5237,09/07/1985,Mississippi,17.0,Memphis,17.0,2.5
5238,09/07/1985,North Carolina,21.0,Navy,19.0,-4.0
5239,09/07/1985,New Mexico,31.0,Texas Tech,32.0,8.5
5240,09/07/1985,New Mexico State,3.0,San Jose State,32.0, 
5241,09/07/1985,Northern Iowa,9.0,Drake,24.0, 
5242,09/07/1985,Northwestern,17.0,Duke,40.0,8.0
5243,09/07/1985,Oklahoma State,31.0,Washington,17.0,2.5
5244,09/07/1985,Penn State,20.0,Maryland,18.0,7.0
5245,09/07/1985,Austin Peay,9.0,Cincinnati,31.0, 
5246,09/07/1985,Richmond,24.0,Virginia Tech,14.0, 
5247,09/07/1985,Sacramento State,17.0,Pacific,49.0, 
5248,09/07/1985,Southern Cal,20.0,Illinois,10.0,4.0
5249,09/07/1985,St Cloud State,14.0,Indiana State,31.0, 
5250,09/07/1985,UL-Lafayette,7.0,Auburn,49.0,41.0
5251,09/07/1985,Missouri State,40.0,Southern Illinois,28.0, 
5252,09/07/1985,Temple,25.0,Boston College,28.0,6.5
5253,09/07/1985,Tennessee Tech,7.0,Nevada-Las Vegas,35.0, 
5254,09/07/1985,Toledo,10.0,Arizona,23.0, 
5255,09/07/1985,U.C.L.A.,27.0,Brigham Young,24.0,7.0
5256,09/07/1985,UTEP,23.0,S-M-U,35.0,41.0
5257,09/07/1985,Utah State,19.0,Long Beach State,17.0, 
5258,09/07/1985,Wichita State,16.0,Kansas State,10.0, 
5259,09/07/1985,Western Illinois,6.0,Illinois State,18.0, 
5260,09/07/1985,Western Michigan,0.0,Northern Illinois,17.0, 
5261,09/07/1985,William + Mary,23.0,Wake Forest,30.0, 
5262,09/07/1985,West Texas A+M,18.0,Abilene Christian,25.0, 
5263,09/07/1985,Wyoming,18.0,Baylor,39.0,10.0
5264,09/07/1985,Youngstown State,22.0,Eastern Michigan,27.0, 
5265,09/14/1985,Air Force,49.0,Wyoming,7.0,-7.5
5266,09/14/1985,Angelo State,10.0,West Texas A+M,12.0, 
5267,09/14/1985,Arkansas,24.0,Mississippi,19.0,-5.5
5268,09/14/1985,Arizona State,3.0,Michigan State,12.0,-2.5
5269,09/14/1985,Baylor,14.0,Georgia,17.0,6.5
5270,09/14/1985,Bowling Green,30.0,Kentucky,26.0, 
5271,09/14/1985,California,20.0,Oregon State,23.0,-7.5
5272,09/14/1985,Cincinnati,29.0,Youngstown State,27.0, 
5273,09/14/1985,Clemson,20.0,Virginia Tech,17.0,-9.5
5274,09/14/1985,Drake,0.0,Iowa,58.0, 
5275,09/14/1985,Duke,18.0,West Virginia,20.0,15.0
5276,09/14/1985,Georgia Tech,28.0,No Carolina State,18.0,-9.5
5277,09/14/1985,Illinois State,17.0,Missouri State,17.0, 
5278,09/14/1985,Indiana State,7.0,Eastern Illinois,39.0, 
5279,09/14/1985,Kent State,0.0,Akron,24.0, 
5280,09/14/1985,Louisville,28.0,Indiana,41.0,6.5
5281,09/14/1985,Louisiana State,23.0,North Carolina,13.0,-7.0
5282,09/14/1985,Maryland,31.0,Boston College,13.0,-8.0
5283,09/14/1985,Miami-Florida,48.0,Rice,20.0,-17.0
5284,09/14/1985,Miami-Ohio,17.0,Ball State,13.0, 
5285,09/14/1985,Murray State,10.0,Memphis,10.0, 
5286,09/14/1985,Navy,13.0,Delaware,16.0, 
5287,09/14/1985,Notre Dame,12.0,Michigan,20.0,-3.5
5288,09/14/1985,Nevada-Reno,30.0,Fullerton State,3.0, 
5289,09/14/1985,Northern Illinois,17.0,Wisconsin,38.0, 
5290,09/14/1985,New Mexico,34.0,New Mexico State,27.0,-10.5
5291,09/14/1985,Northern Iowa,10.0,Kansas State,6.0, 
5292,09/14/1985,North Texas,9.0,Oklahoma State,10.0, 
5293,09/14/1985,Northwestern,27.0,Missouri,23.0,26.0
5294,09/14/1985,Ohio,7.0,Marshall,31.0, 
5295,09/14/1985,Oregon,17.0,Colorado,21.0,-6.0
5296,09/14/1985,Pacific,10.0,Central Michigan,27.0, 
5297,09/14/1985,Pittsburgh,7.0,Ohio State,10.0,7.0
5298,09/14/1985,Rutgers,28.0,Florida,28.0,18.5
5299,09/14/1985,San Diego State,34.0,Long Beach State,14.0, 
5300,09/14/1985,Southern Illinois,25.0,Illinois,28.0, 
5301,09/14/1985,San Jose State,7.0,Stanford,41.0, 
5302,09/14/1985,Southern Miss,18.0,Auburn,29.0,20.0
5303,09/14/1985,UL-Lafayette,23.0,Louisiana Tech,24.0, 
5304,09/14/1985,Texas State,16.0,East Carolina,27.0, 
5305,09/14/1985,Syracuse,3.0,Mississippi State,30.0,5.0
