,Date,Visitor,Visitor Score,Home Team,Home Score,Line
20438,08/30/2008,Grambling,13.0,Nevada-Reno,49.0, 
20439,08/30/2008,Cal-San Luis Obispo,29.0,San Diego State,27.0, 
20440,08/30/2008,Northern Arizona,13.0,Arizona State,30.0, 
20441,08/31/2008,Kentucky,27.0,Louisville,2.0,3.5
20442,08/31/2008,Colorado,38.0,Colorado State,17.0,-11.5
20443,09/01/2008,Fresno State,24.0,Rutgers,7.0,3.0
20444,09/01/2008,Tennessee,24.0,U.C.L.A.,27.0,-7.5
20445,09/04/2008,South Carolina,17.0,Vanderbilt,24.0,-9.5
20446,09/05/2008,Navy,23.0,Ball State,35.0,7.0
20447,09/06/2008,Eastern Michigan,10.0,Michigan State,42.0,21.0
20448,09/06/2008,Akron,42.0,Syracuse,28.0,4.5
20449,09/06/2008,Miami-Ohio,6.0,Michigan,16.0,14.5
20450,09/06/2008,Northwestern,24.0,Duke,20.0,-6.5
20451,09/06/2008,Georgia Tech,19.0,Boston College,16.0,6.5
20452,09/06/2008,West Virginia,3.0,East Carolina,24.0,-7.5
20453,09/06/2008,Minnesota,42.0,Bowling Green,17.0,5.0
20454,09/06/2008,Southern Miss,13.0,Auburn,27.0,19.5
20455,09/06/2008,Tulane,6.0,Alabama,20.0,29.5
20456,09/06/2008,San Jose State,12.0,Nebraska,35.0,26.5
20457,09/06/2008,Utah State,24.0,Oregon,66.0,36.0
20458,09/06/2008,Cincinnati,26.0,Oklahoma,52.0,22.5
20459,09/06/2008,Ohio,14.0,Ohio State,26.0,34.5
20460,09/06/2008,Marshall,14.0,Wisconsin,51.0,21.0
20461,09/06/2008,Miami-Florida,3.0,Florida,26.0,23.0
20462,09/06/2008,Texas Tech,35.0,Nevada-Reno,19.0,-10.0
20463,09/06/2008,Central Michigan,17.0,Georgia,56.0,24.0
20464,09/06/2008,Oregon State,14.0,Penn State,45.0,15.0
20465,09/06/2008,Air Force,23.0,Wyoming,3.0,3.0
20466,09/06/2008,Brigham Young,28.0,Washington,27.0,-8.0
20467,09/06/2008,San Diego State,13.0,Notre Dame,21.0,21.5
20468,09/06/2008,Texas A+M,28.0,New Mexico,22.0,-2.0
20469,09/06/2008,Buffalo,16.0,Pittsburgh,27.0,13.5
20470,09/06/2008,Houston,37.0,Oklahoma State,56.0,15.5
20471,09/06/2008,Kent State,28.0,Iowa State,48.0,8.0
20472,09/06/2008,Mississippi,28.0,Wake Forest,30.0,7.0
20473,09/06/2008,California,66.0,Washington State,3.0,-13.5
20474,09/06/2008,Northern Illinois,26.0,Western Michigan,29.0,6.0
20475,09/06/2008,South Florida,31.0,U-C-F,24.0,-13.5
20476,09/06/2008,Connecticut,12.0,Temple,9.0,-6.5
20477,09/06/2008,Louisiana Tech,0.0,Kansas,29.0,22.0
20478,09/06/2008,Rice,42.0,Memphis,35.0,3.0
20479,09/06/2008,Nevada-Las Vegas,21.0,Utah,42.0,21.5
20480,09/06/2008,Toledo,16.0,Arizona,41.0,23.5
20481,09/06/2008,Stanford,17.0,Arizona State,41.0,14.5
20482,09/06/2008,Texas,42.0,UTEP,13.0,-26.5
20483,09/06/2008,Florida Intl,0.0,Iowa,42.0,27.0
20484,09/06/2008,UL-Monroe,27.0,Arkansas,28.0,14.0
20485,09/06/2008,Tulsa,56.0,North Texas,26.0,-22.0
20486,09/06/2008,U-A-B,34.0,Florida Atlantic,49.0,14.0
20487,09/06/2008,Maryland,14.0,Middle Tennessee,24.0,-12.5
20488,09/06/2008,Northern Colorado,10.0,Purdue,42.0, 
20489,09/06/2008,Furman,7.0,Virginia Tech,24.0, 
20490,09/06/2008,S E Louisiana,10.0,Mississippi State,34.0, 
20491,09/06/2008,Western Carolina,0.0,Florida State,69.0, 
20492,09/06/2008,The Citadel,17.0,Clemson,45.0, 
20493,09/06/2008,Eastern Washington,24.0,Colorado,31.0, 
20494,09/06/2008,Norfolk State,3.0,Kentucky,38.0, 
20495,09/06/2008,Sacramento State,20.0,Colorado State,23.0, 
20496,09/06/2008,Tennessee Tech,10.0,Louisville,51.0, 
20497,09/06/2008,Richmond,0.0,Virginia,16.0, 
20498,09/06/2008,Idaho State,27.0,Idaho,42.0, 
20499,09/06/2008,Western Kentucky,37.0,Eastern Kentucky,13.0, 
20500,09/06/2008,Stephen F Austin,7.0,Texas Christian,67.0, 
20501,09/06/2008,Murray State,3.0,Indiana,45.0, 
20502,09/06/2008,New Hampshire,28.0,Army,10.0, 
20503,09/06/2008,Northwestern St(LA),6.0,Baylor,51.0, 
20504,09/06/2008,Texas Southern,10.0,Arkansas State,83.0, 
20505,09/06/2008,Montana State,10.0,Kansas State,69.0, 
20506,09/06/2008,Eastern Illinois,21.0,Illinois,47.0, 
20507,09/06/2008,S E Missouri St,3.0,Missouri,52.0, 
20508,09/06/2008,Texas State,36.0,S-M-U,47.0, 
20509,09/06/2008,William + Mary,24.0,No Carolina State,34.0, 
20510,09/06/2008,Weber State,17.0,Hawaii,36.0, 
20511,09/11/2008,North Carolina,44.0,Rutgers,12.0,6.0
20512,09/12/2008,Kansas,34.0,South Florida,37.0,4.5
20513,09/12/2008,Washington State,17.0,Baylor,45.0,6.5
20514,09/12/2008,Alabama A+M,15.0,UL-Monroe,37.0, 
20515,09/13/2008,Navy,31.0,Duke,41.0,2.0
20516,09/13/2008,Rice,21.0,Vanderbilt,38.0,8.5
20517,09/13/2008,Auburn,3.0,Mississippi State,2.0,-10.0
20518,09/13/2008,Ball State,41.0,Akron,24.0,-7.0
20519,09/13/2008,Toledo,41.0,Eastern Michigan,17.0,2.0
20520,09/13/2008,Nevada-Reno,17.0,Missouri,69.0,26.5
20521,09/13/2008,S-M-U,7.0,Texas Tech,43.0,36.0
20522,09/13/2008,New Mexico State,7.0,Nebraska,38.0,25.5
20523,09/13/2008,U.C.L.A.,0.0,Brigham Young,59.0,7.5
20524,09/13/2008,Oregon,32.0,Purdue,26.0,-8.0
20525,09/13/2008,Georgia,14.0,South Carolina,7.0,-7.5
20526,09/13/2008,Air Force,31.0,Houston,28.0,4.0
20527,09/13/2008,Hawaii,7.0,Oregon State,45.0,13.0
20528,09/13/2008,Wisconsin,13.0,Fresno State,10.0,-2.0
20529,09/13/2008,Penn State,55.0,Syracuse,13.0,-28.0
20530,09/13/2008,Michigan,17.0,Notre Dame,35.0,-2.0
20531,09/13/2008,Iowa State,5.0,Iowa,17.0,13.5
20532,09/13/2008,Georgia Tech,17.0,Virginia Tech,20.0,6.5
20533,09/13/2008,No Carolina State,9.0,Clemson,27.0,18.5
20534,09/13/2008,Western Michigan,51.0,Idaho,28.0,-8.0
20535,09/13/2008,Central Michigan,31.0,Ohio,28.0,-3.0
20536,09/13/2008,California,27.0,Maryland,35.0,-14.5
20537,09/13/2008,Stanford,14.0,Texas Christian,31.0,14.0
20538,09/13/2008,Temple,28.0,Buffalo,30.0,6.5
20539,09/13/2008,U-A-B,3.0,Tennessee,35.0,30.5
20540,09/13/2008,East Carolina,28.0,Tulane,24.0,-13.0
20541,09/13/2008,Memphis,16.0,Marshall,17.0,4.0
20542,09/13/2008,Virginia,10.0,Connecticut,45.0,11.0
20543,09/13/2008,Oklahoma,55.0,Washington,14.0,-21.0
20544,09/13/2008,Ohio State,3.0,Southern Cal,35.0,11.5
20545,09/13/2008,Arizona,28.0,New Mexico,36.0,-10.5
20546,09/13/2008,Bowling Green,7.0,Boise State,20.0,16.5
20547,09/13/2008,Utah,58.0,Utah State,10.0,-24.0
20548,09/13/2008,San Diego State,10.0,San Jose State,35.0,6.0
20549,09/13/2008,Nevada-Las Vegas,23.0,Arizona State,20.0,23.5
20550,09/13/2008,Florida Atlantic,0.0,Michigan State,17.0,17.0
20551,09/13/2008,Western Kentucky,7.0,Alabama,41.0,28.0
20552,09/13/2008,Southern Miss,27.0,Arkansas State,24.0,2.5
20553,09/13/2008,Middle Tennessee,14.0,Kentucky,20.0,17.5
20554,09/13/2008,UL-Lafayette,17.0,Illinois,20.0,25.5
20555,09/13/2008,North Texas,3.0,Louisiana State,41.0,41.5
20556,09/13/2008,Charleston Southern,27.0,Miami-Ohio,38.0, 
20557,09/13/2008,North Dakota St,13.0,Wyoming,16.0, 
20558,09/13/2008,Samford,10.0,Mississippi,34.0, 
20559,09/13/2008,Chattanooga,7.0,Florida State,46.0, 
20560,09/13/2008,Alcorn State,0.0,Troy,65.0, 
20561,09/13/2008,Southern Illinois,7.0,Northwestern,33.0, 
20562,09/13/2008,Missouri State,13.0,Oklahoma State,57.0, 
20563,09/13/2008,Delaware State,3.0,Kent State,24.0, 
20564,09/13/2008,Montana State,23.0,Minnesota,35.0, 
20565,09/17/2008,Kansas State,29.0,Louisville,38.0,-6.0
20566,09/18/2008,West Virginia,14.0,Colorado,17.0,-3.0
20567,09/19/2008,Baylor,28.0,Connecticut,31.0,13.0
20568,09/20/2008,Temple,3.0,Penn State,45.0,28.5
20569,09/20/2008,U-C-F,7.0,Boston College,34.0,10.0
20570,09/20/2008,Ohio,8.0,Northwestern,16.0,10.5
20571,09/20/2008,Miami-Ohio,20.0,Cincinnati,45.0,12.0
20572,09/20/2008,Vanderbilt,23.0,Mississippi,17.0,7.0
20573,09/20/2008,Mississippi State,7.0,Georgia Tech,38.0,7.0
20574,09/20/2008,Wyoming,0.0,Brigham Young,44.0,29.0
20575,09/20/2008,Louisiana State,26.0,Auburn,21.0,-2.5
20576,09/20/2008,Alabama,49.0,Arkansas,14.0,-9.5
20577,09/20/2008,Marshall,34.0,Southern Miss,27.0,7.5
20578,09/20/2008,Houston,25.0,Colorado State,28.0,-6.0
20579,09/20/2008,Rutgers,21.0,Navy,23.0,-6.5
20580,09/20/2008,Virginia Tech,20.0,North Carolina,17.0,4.0
20581,09/20/2008,Iowa,20.0,Pittsburgh,21.0,2.0
20582,09/20/2008,Wake Forest,12.0,Florida State,3.0,4.0
20583,09/20/2008,Notre Dame,7.0,Michigan State,23.0,9.0
20584,09/20/2008,Boise State,37.0,Oregon,32.0,10.0
20585,09/20/2008,Utah,30.0,Air Force,23.0,-9.5
20586,09/20/2008,New Mexico,14.0,Tulsa,56.0,11.0
20587,09/20/2008,Ball State,42.0,Indiana,20.0,2.0
20588,09/20/2008,Central Michigan,25.0,Purdue,32.0,10.0
20589,09/20/2008,Akron,22.0,Army,3.0,-10.0
20590,09/20/2008,Eastern Michigan,24.0,Maryland,51.0,21.5
20591,09/20/2008,Miami-Florida,41.0,Texas A+M,23.0,-2.5
20592,09/20/2008,East Carolina,24.0,No Carolina State,30.0,-7.0
20593,09/20/2008,Buffalo,21.0,Missouri,42.0,32.5
20594,09/20/2008,Fresno State,55.0,Toledo,54.0,-6.0
20595,09/20/2008,Rice,10.0,Texas,32.0,28.5
20596,09/20/2008,Idaho,17.0,Utah State,42.0,3.5
20597,09/20/2008,Texas Christian,48.0,S-M-U,7.0,-24.5
20598,09/20/2008,Florida,30.0,Tennessee,6.0,-7.0
20599,09/20/2008,Georgia,27.0,Arizona State,10.0,-7.5
20600,09/20/2008,Iowa State,31.0,Nevada-Las Vegas,34.0,1.5
20601,09/20/2008,San Jose State,10.0,Stanford,23.0,7.0
20602,09/20/2008,New Mexico State,34.0,UTEP,33.0,7.5
20603,09/20/2008,Arizona,31.0,U.C.L.A.,10.0,-3.5
20604,09/20/2008,Troy,10.0,Ohio State,28.0,21.0
20605,09/20/2008,Middle Tennessee,14.0,Arkansas State,31.0,6.5
20606,09/20/2008,UL-Monroe,10.0,Tulane,24.0,5.0
20607,09/20/2008,Florida Atlantic,3.0,Minnesota,37.0,6.5
20608,09/20/2008,South Florida,17.0,Florida Intl,9.0,-29.5
20609,09/20/2008,Kent State,27.0,UL-Lafayette,44.0,2.0
20610,09/20/2008,So Carolina State,0.0,Clemson,54.0, 
20611,09/20/2008,Northeastern,21.0,Syracuse,30.0, 
20612,09/20/2008,Wofford,13.0,South Carolina,23.0, 
20613,09/20/2008,Alabama State,10.0,U-A-B,45.0, 
20614,09/20/2008,Portland State,9.0,Washington State,48.0, 
20615,09/20/2008,Murray State,9.0,Western Kentucky,50.0, 
20616,09/20/2008,Indiana State,3.0,Northern Illinois,48.0, 
20617,09/20/2008,Massachusetts,14.0,Texas Tech,56.0, 
20618,09/20/2008,S E Louisiana,26.0,Louisiana Tech,41.0, 
20619,09/20/2008,Sam Houston State,14.0,Kansas,38.0, 
20620,09/20/2008,Tennessee Tech,7.0,Western Michigan,41.0, 
20621,09/20/2008,Nicholls State,10.0,Memphis,31.0, 
20622,09/25/2008,S-M-U,27.0,Tulane,34.0,17.5
20623,09/25/2008,Southern Cal,21.0,Oregon State,27.0,-24.5
20624,09/26/2008,Connecticut,26.0,Louisville,21.0,3.5
20625,09/27/2008,Navy,24.0,Wake Forest,17.0,15.5
20626,09/27/2008,Western Michigan,7.0,Temple,3.0,-5.0
20627,09/27/2008,Marshall,3.0,West Virginia,27.0,15.5
20628,09/27/2008,Pittsburgh,34.0,Syracuse,24.0,-14.0
20629,09/27/2008,Michigan State,42.0,Indiana,29.0,-8.0
20630,09/27/2008,Northwestern,22.0,Iowa,17.0,-8.5
20631,09/27/2008,Virginia,3.0,Duke,31.0,7.5
20632,09/27/2008,North Carolina,28.0,Miami-Florida,24.0,7.5
20633,09/27/2008,Mississippi,31.0,Florida,30.0,23.5
20634,09/27/2008,Mississippi State,24.0,Louisiana State,34.0,24.0
20635,09/27/2008,Northern Illinois,37.0,Eastern Michigan,0.0,-5.5
20636,09/27/2008,Buffalo,25.0,Central Michigan,27.0,7.0
20637,09/27/2008,Cincinnati,17.0,Akron,15.0,-11.0
20638,09/27/2008,Houston,41.0,East Carolina,24.0,10.5
20639,09/27/2008,Purdue,21.0,Notre Dame,38.0,1.5
20640,09/27/2008,Minnesota,21.0,Ohio State,34.0,20.5
20641,09/27/2008,Virginia Tech,35.0,Nebraska,30.0,7.0
20642,09/27/2008,Stanford,35.0,Washington,28.0,3.5
20643,09/27/2008,Colorado State,7.0,California,42.0,27.5
20644,09/27/2008,Alabama,41.0,Georgia,30.0,6.5
20645,09/27/2008,Tennessee,12.0,Auburn,14.0,6.5
20646,09/27/2008,Wisconsin,25.0,Michigan,27.0,-5.0
20647,09/27/2008,Maryland,20.0,Clemson,17.0,11.0
20648,09/27/2008,Fresno State,36.0,U.C.L.A.,31.0,-7.0
20649,09/27/2008,Bowling Green,45.0,Wyoming,16.0,-3.0
20650,09/27/2008,Oregon,63.0,Washington State,14.0,-21.5
20651,09/27/2008,Texas Christian,10.0,Oklahoma,35.0,18.5
20652,09/27/2008,U-A-B,13.0,South Carolina,26.0,25.5
20653,09/27/2008,Army,17.0,Texas A+M,21.0,27.0
20654,09/27/2008,Kent State,20.0,Ball State,41.0,21.0
20655,09/27/2008,South Florida,41.0,No Carolina State,10.0,-10.5
20656,09/27/2008,Colorado,21.0,Florida State,39.0,6.0
20657,09/27/2008,U-C-F,13.0,UTEP,58.0,-4.0
20658,09/27/2008,Illinois,24.0,Penn State,38.0,15.0
20659,09/27/2008,New Mexico,35.0,New Mexico State,24.0,-3.0
20660,09/27/2008,Idaho,17.0,San Diego State,45.0,12.5
20661,09/27/2008,Nevada-Reno,49.0,Nevada-Las Vegas,27.0,3.5
20662,09/27/2008,San Jose State,20.0,Hawaii,17.0,3.0
20663,09/27/2008,Western Kentucky,3.0,Kentucky,41.0,19.0
20664,09/27/2008,Arkansas State,17.0,Memphis,29.0,-2.0
20665,09/27/2008,Troy,24.0,Oklahoma State,55.0,17.5
20666,09/27/2008,Florida Intl,35.0,Toledo,16.0,18.0
20667,09/27/2008,UL-Lafayette,37.0,Kansas State,45.0,21.5
20668,09/27/2008,North Texas,20.0,Rice,77.0,15.5
20669,09/27/2008,Arkansas,10.0,Texas,52.0,27.5
20670,09/27/2008,Rhode Island,0.0,Boston College,42.0, 
20671,09/27/2008,Virginia Military,31.0,Ohio,51.0, 
20672,09/27/2008,Morgan State,0.0,Rutgers,38.0, 
20673,09/27/2008,Central Arkansas,34.0,Tulsa,62.0, 
20674,09/27/2008,Weber State,21.0,Utah,37.0, 
20675,09/30/2008,Florida Atlantic,13.0,Middle Tennessee,14.0,2.5
20676,10/01/2008,Louisiana Tech,3.0,Boise State,38.0,24.0
20677,10/02/2008,Pittsburgh,26.0,South Florida,21.0,13.5
20678,10/02/2008,Memphis,33.0,U-A-B,30.0,-3.0
20679,10/02/2008,Oregon State,28.0,Utah,31.0,12.0
20680,10/03/2008,Cincinnati,33.0,Marshall,10.0,-3.5
20681,10/03/2008,Brigham Young,34.0,Utah State,14.0,-28.5
20682,10/04/2008,Boston College,38.0,No Carolina State,31.0,-7.5
20683,10/04/2008,Rutgers,17.0,West Virginia,24.0,14.0
20684,10/04/2008,Penn State,20.0,Purdue,6.0,-14.0
20685,10/04/2008,Iowa,13.0,Michigan State,16.0,6.5
20686,10/04/2008,Indiana,7.0,Minnesota,16.0,6.5
20687,10/04/2008,Maryland,0.0,Virginia,31.0,-13.5
20688,10/04/2008,Connecticut,12.0,North Carolina,38.0,7.5
20689,10/04/2008,South Carolina,31.0,Mississippi,24.0,1.5
20690,10/04/2008,Texas Tech,58.0,Kansas State,28.0,-7.0
20691,10/04/2008,Kansas,35.0,Iowa State,33.0,-11.0
20692,10/04/2008,Duke,0.0,Georgia Tech,27.0,13.0
20693,10/04/2008,Auburn,13.0,Vanderbilt,14.0,-4.0
20694,10/04/2008,Nevada-Las Vegas,28.0,Colorado State,41.0,1.5
20695,10/04/2008,Ohio,20.0,Western Michigan,41.0,8.5
20696,10/04/2008,Stanford,21.0,Notre Dame,28.0,6.5
20697,10/04/2008,Army,44.0,Tulane,13.0,20.0
20698,10/04/2008,Temple,28.0,Miami-Ohio,10.0,7.0
20699,10/04/2008,Illinois,45.0,Michigan,20.0,2.5
20700,10/04/2008,Missouri,52.0,Nebraska,17.0,-10.0
20701,10/04/2008,Texas,38.0,Colorado,14.0,-12.5
20702,10/04/2008,Florida State,41.0,Miami-Florida,39.0,1.5
20703,10/04/2008,Arizona State,14.0,California,24.0,8.5
20704,10/04/2008,Florida,38.0,Arkansas,7.0,-27.0
20705,10/04/2008,Kentucky,14.0,Alabama,17.0,15.5
20706,10/04/2008,S-M-U,17.0,U-C-F,31.0,13.0
20707,10/04/2008,Eastern Michigan,24.0,Bowling Green,21.0,20.5
20708,10/04/2008,Navy,33.0,Air Force,27.0,4.0
20709,10/04/2008,Nevada-Reno,49.0,Idaho,14.0,-24.0
20710,10/04/2008,San Diego State,7.0,Texas Christian,41.0,24.5
20711,10/04/2008,Washington State,3.0,U.C.L.A.,28.0,17.0
20712,10/04/2008,Washington,14.0,Arizona,48.0,24.0
20713,10/04/2008,Northern Illinois,9.0,Tennessee,13.0,16.5
20714,10/04/2008,Ball State,31.0,Toledo,0.0,-7.0
20715,10/04/2008,Akron,30.0,Kent State,27.0,-3.0
20716,10/04/2008,UTEP,40.0,Southern Miss,37.0,7.5
20717,10/04/2008,Oklahoma,49.0,Baylor,17.0,-24.0
20718,10/04/2008,Texas A+M,28.0,Oklahoma State,56.0,26.0
20719,10/04/2008,Ohio State,20.0,Wisconsin,17.0,-1.5
20720,10/04/2008,Rice,28.0,Tulsa,63.0,16.5
20721,10/04/2008,Oregon,10.0,Southern Cal,44.0,15.5
20722,10/04/2008,Wyoming,0.0,New Mexico,24.0,11.0
20723,10/04/2008,Hawaii,32.0,Fresno State,29.0,21.0
20724,10/04/2008,Western Kentucky,13.0,Virginia Tech,27.0,28.0
20725,10/04/2008,UL-Lafayette,44.0,UL-Monroe,35.0,-2.5
20726,10/04/2008,Florida Intl,42.0,North Texas,10.0,-6.0
20727,10/04/2008,Alcorn State,10.0,New Mexico State,45.0, 
20728,10/07/2008,Troy,30.0,Florida Atlantic,17.0,-4.5
20729,10/09/2008,Clemson,7.0,Wake Forest,12.0,-1.5
20730,10/09/2008,U-A-B,20.0,Houston,45.0,18.0
20731,10/10/2008,Louisville,35.0,Memphis,28.0,-6.5
20732,10/11/2008,East Carolina,20.0,Virginia,35.0,-6.5
20733,10/11/2008,Syracuse,6.0,West Virginia,17.0,24.0
20734,10/11/2008,Iowa,45.0,Indiana,9.0,-5.0
20735,10/11/2008,Minnesota,27.0,Illinois,20.0,12.0
20736,10/11/2008,Michigan State,37.0,Northwestern,20.0,-1.5
20737,10/11/2008,Texas,45.0,Oklahoma,35.0,6.5
20738,10/11/2008,Eastern Michigan,13.0,Army,17.0,1.0
20739,10/11/2008,Iowa State,10.0,Baylor,38.0,4.5
20740,10/11/2008,South Carolina,24.0,Kentucky,17.0,-3.0
20741,10/11/2008,Western Michigan,34.0,Buffalo,28.0,1.0
20742,10/11/2008,Vanderbilt,14.0,Mississippi State,17.0,-2.0
20743,10/11/2008,Utah,40.0,Wyoming,7.0,-23.5
20744,10/11/2008,Kansas State,44.0,Texas A+M,30.0,-3.5
20745,10/11/2008,Temple,14.0,Central Michigan,24.0,7.5
20746,10/11/2008,Purdue,3.0,Ohio State,16.0,18.5
20747,10/11/2008,Texas Christian,13.0,Colorado State,7.0,-15.0
20748,10/11/2008,Oklahoma State,28.0,Missouri,23.0,14.0
20749,10/11/2008,Tennessee,14.0,Georgia,26.0,12.5
20750,10/11/2008,Arizona State,0.0,Southern Cal,28.0,28.0
20751,10/11/2008,U.C.L.A.,24.0,Oregon,31.0,19.5
20752,10/11/2008,Toledo,13.0,Michigan,10.0,16.5
20753,10/11/2008,Notre Dame,24.0,North Carolina,29.0,8.5
20754,10/11/2008,Arkansas,25.0,Auburn,22.0,17.0
20755,10/11/2008,New Mexico State,48.0,Nevada-Reno,45.0,19.5
20756,10/11/2008,Miami-Ohio,13.0,Northern Illinois,17.0,11.0
20757,10/11/2008,New Mexico,3.0,Brigham Young,21.0,23.5
20758,10/11/2008,Washington State,13.0,Oregon State,66.0,30.0
20759,10/11/2008,Arizona,23.0,Stanford,24.0,-7.0
20760,10/11/2008,Bowling Green,37.0,Akron,33.0,-1.0
20761,10/11/2008,Ohio,26.0,Kent State,19.0,-1.0
20762,10/11/2008,Rutgers,10.0,Cincinnati,13.0,7.0
20763,10/11/2008,Nebraska,31.0,Texas Tech,37.0,20.5
20764,10/11/2008,Colorado,14.0,Kansas,30.0,14.0
20765,10/11/2008,Penn State,48.0,Wisconsin,7.0,-6.0
20766,10/11/2008,U-C-F,14.0,Miami-Florida,20.0,17.0
20767,10/11/2008,Louisiana State,21.0,Florida,51.0,6.0
20768,10/11/2008,Utah State,7.0,San Jose State,30.0,13.5
20769,10/11/2008,Tulsa,37.0,S-M-U,31.0,-24.5
20770,10/11/2008,Boise State,24.0,Southern Miss,7.0,-10.5
20771,10/11/2008,Tulane,21.0,UTEP,24.0,4.0
20772,10/11/2008,Air Force,35.0,San Diego State,10.0,-10.5
20773,10/11/2008,Idaho,32.0,Fresno State,45.0,34.5
20774,10/11/2008,Louisiana Tech,14.0,Hawaii,24.0,7.5
20775,10/11/2008,Ball State,24.0,Western Kentucky,7.0,-16.5
20776,10/11/2008,UL-Monroe,29.0,Arkansas State,37.0,14.5
20777,10/11/2008,Middle Tennessee,21.0,Florida Intl,31.0,2.0
20778,10/11/2008,UL-Lafayette,59.0,North Texas,30.0,-21.5
20779,10/11/2008,Gardner-Webb,7.0,Georgia Tech,10.0, 
20780,10/16/2008,Florida State,26.0,No Carolina State,17.0,-11.5
20781,10/16/2008,Brigham Young,7.0,Texas Christian,32.0,1.5
20782,10/17/2008,Hawaii,7.0,Boise State,27.0,23.5
20783,10/18/2008,Connecticut,10.0,Rutgers,12.0,3.0
20784,10/18/2008,Wake Forest,0.0,Maryland,26.0,-1.0
20785,10/18/2008,Georgia Tech,21.0,Clemson,17.0,-2.5
20786,10/18/2008,Memphis,10.0,East Carolina,30.0,8.5
20787,10/18/2008,Miami-Florida,49.0,Duke,31.0,-3.0
20788,10/18/2008,Virginia Tech,23.0,Boston College,28.0,3.0
20789,10/18/2008,Syracuse,13.0,South Florida,45.0,24.0
20790,10/18/2008,Wisconsin,16.0,Iowa,38.0,5.0
20791,10/18/2008,Purdue,26.0,Northwestern,48.0,4.0
20792,10/18/2008,Kansas,31.0,Oklahoma,45.0,19.5
20793,10/18/2008,Miami-Ohio,27.0,Bowling Green,20.0,9.5
20794,10/18/2008,Western Michigan,28.0,Central Michigan,38.0,-2.0
20795,10/18/2008,Nebraska,35.0,Iowa State,7.0,-7.5
20796,10/18/2008,Mississippi State,3.0,Tennessee,34.0,9.0
20797,10/18/2008,Mississippi,20.0,Alabama,24.0,11.5
20798,10/18/2008,Vanderbilt,14.0,Georgia,24.0,16.5
20799,10/18/2008,Akron,42.0,Eastern Michigan,35.0,-4.5
20800,10/18/2008,Colorado State,16.0,Utah,49.0,21.0
20801,10/18/2008,Texas Tech,43.0,Texas A+M,25.0,-21.0
20802,10/18/2008,Southern Miss,40.0,Rice,45.0,1.5
20803,10/18/2008,Southern Cal,69.0,Washington State,0.0,-43.0
20804,10/18/2008,Pittsburgh,42.0,Navy,21.0,-3.0
20805,10/18/2008,Ohio State,45.0,Michigan State,7.0,-3.0
20806,10/18/2008,Missouri,31.0,Texas,56.0,4.5
20807,10/18/2008,North Carolina,13.0,Virginia,16.0,-4.0
20808,10/18/2008,Toledo,7.0,Northern Illinois,38.0,8.5
20809,10/18/2008,Utah State,17.0,Nevada-Reno,44.0,23.5
20810,10/18/2008,Marshall,21.0,U-A-B,23.0,-2.5
20811,10/18/2008,Michigan,17.0,Penn State,46.0,24.5
20812,10/18/2008,San Diego State,7.0,New Mexico,70.0,17.0
20813,10/18/2008,Oregon State,34.0,Washington,13.0,-16.0
20814,10/18/2008,Arkansas,20.0,Kentucky,21.0,7.0
20815,10/18/2008,California,27.0,Arizona,42.0,-3.0
20816,10/18/2008,Idaho,14.0,Louisiana Tech,46.0,20.0
20817,10/18/2008,Kansas State,13.0,Colorado,14.0,3.0
20818,10/18/2008,Baylor,6.0,Oklahoma State,34.0,17.0
20819,10/18/2008,Army,24.0,Buffalo,27.0,11.0
20820,10/18/2008,Louisiana State,24.0,South Carolina,17.0,-2.0
20821,10/18/2008,UTEP,35.0,Tulsa,77.0,20.5
20822,10/18/2008,San Jose State,31.0,New Mexico State,14.0,-1.0
20823,10/18/2008,Houston,44.0,S-M-U,38.0,-15.0
20824,10/18/2008,Indiana,13.0,Illinois,55.0,17.5
20825,10/18/2008,Air Force,29.0,Nevada-Las Vegas,28.0,-4.0
20826,10/18/2008,Stanford,20.0,U.C.L.A.,23.0,-2.5
20827,10/18/2008,Florida Atlantic,24.0,Western Kentucky,20.0,-3.0
20828,10/18/2008,Middle Tennessee,23.0,Louisville,42.0,14.5
20829,10/18/2008,North Texas,23.0,UL-Monroe,35.0,16.0
20830,10/18/2008,Arkansas State,23.0,UL-Lafayette,28.0,3.0
20831,10/18/2008,Florida Intl,23.0,Troy,33.0,12.0
20832,10/21/2008,Ohio,10.0,Temple,14.0,4.0
20833,10/23/2008,Auburn,17.0,West Virginia,34.0,3.5
20834,10/23/2008,New Mexico,10.0,Air Force,23.0,5.0
20835,10/24/2008,Boise State,33.0,San Jose State,16.0,-7.0
20836,10/25/2008,Louisiana Tech,7.0,Army,14.0,1.0
20837,10/25/2008,No Carolina State,24.0,Maryland,27.0,12.0
20838,10/25/2008,Wake Forest,10.0,Miami-Florida,16.0,2.5
20839,10/25/2008,Northwestern,19.0,Indiana,21.0,-7.5
20840,10/25/2008,Minnesota,17.0,Purdue,6.0,-1.0
20841,10/25/2008,Boston College,24.0,North Carolina,45.0,3.0
20842,10/25/2008,Cincinnati,16.0,Connecticut,40.0,-3.0
20843,10/25/2008,Illinois,17.0,Wisconsin,27.0,-2.5
20844,10/25/2008,Rutgers,54.0,Pittsburgh,34.0,9.5
20845,10/25/2008,Texas A+M,49.0,Iowa State,35.0,3.0
